track_name,album_name,artist,all_artists,source_playlist,popularity,danceability,energy,tempo
Tla3 habet,dos d'âne,TOXICOLOGY LABEL,"Fossa, TOXICOLOGY LABEL",top_50__tunisia,1,0.782,0.567,160.01
Ya Hbiba,Ya Hbiba,Blingos,"Blingos, Samara",top_50__tunisia,51,0.628,0.601,93.17
Ya Hbiba,Ya Hbiba,Samara,"Blingos, Samara",top_50__tunisia,51,0.628,0.601,93.17
ZZ,NICE CATCH,Fossa,Fossa,top_50__tunisia,3,0.836,0.491,120.004
MOTIVATION,MOTIVATION,NVST,"NVST, HTB, OXYJHIN",top_50__tunisia,5,0.63,0.244,169.902
MOTIVATION,MOTIVATION,HTB,"NVST, HTB, OXYJHIN",top_50__tunisia,5,0.63,0.244,169.902
MOTIVATION,MOTIVATION,OXYJHIN,"NVST, HTB, OXYJHIN",top_50__tunisia,5,0.63,0.244,169.902
CANDY SHOP,HOOKLESS,Fossa,Fossa,top_50__tunisia,1,0.711,0.457,79.996
Souk,Souk,Samara,Samara,top_50__tunisia,56,0.841,0.566,131.043
Ma Vie,Ma Vie,Sanfara,"Sanfara, Abdeelgha4",top_50__tunisia,31,0.707,0.515,109.027
Ma Vie,Ma Vie,Abdeelgha4,"Sanfara, Abdeelgha4",top_50__tunisia,31,0.707,0.515,109.027
BRAZIL,BRAZIL,RARE,RARE,top_50__tunisia,0,0.841,0.662,134.895
Chopard,Chopard,Samara,Samara,top_50__tunisia,52,0.891,0.525,121.004
BENDO,BENDO,M.A,"M.A, Ussef",top_50__tunisia,3,0.701,0.826,150.034
BENDO,BENDO,Ussef,"M.A, Ussef",top_50__tunisia,3,0.701,0.826,150.034
High Notes,PROPAGANDA,Wingz,Wingz,top_50__tunisia,7,0.571,0.489,143.775
Chernobyl,APOLLO,Wingz,"Wingz, DvrkBoy, Catcher",top_50__tunisia,16,0.757,0.652,143.011
Chernobyl,APOLLO,DvrkBoy,"Wingz, DvrkBoy, Catcher",top_50__tunisia,16,0.757,0.652,143.011
Chernobyl,APOLLO,Catcher,"Wingz, DvrkBoy, Catcher",top_50__tunisia,16,0.757,0.652,143.011
Dans la tête,Rapina,Young Rz,"Young Rz, Samara",top_50__tunisia,16,0.761,0.463,140.025
Dans la tête,Rapina,Samara,"Young Rz, Samara",top_50__tunisia,16,0.761,0.463,140.025
Ghaba,Ghaba,A.L.A,A.L.A,top_50__tunisia,34,0.763,0.813,176.111
RINNEGAN 2,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.797,0.533,125.0
HOLD UP,HOLD UP,DvrkBoy,"DvrkBoy, Catcher",top_50__tunisia,4,0.849,0.591,140.046
HOLD UP,HOLD UP,Catcher,"DvrkBoy, Catcher",top_50__tunisia,4,0.849,0.591,140.046
KAMEHAMEHA,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.594,0.471,162.093
FUTURE,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.816,0.385,141.99
PIEGE,PIEGE,HTB,HTB,top_50__tunisia,2,0.622,0.254,88.49
4000,Yeti (Deluxe),Wingz,"Wingz, Kiev",top_50__tunisia,6,0.744,0.45,158.021
4000,Yeti (Deluxe),Kiev,"Wingz, Kiev",top_50__tunisia,6,0.744,0.45,158.021
That Gud Shit,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite, Pureconic",top_50__tunisia,4,0.633,0.683,160.24
That Gud Shit,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite, Pureconic",top_50__tunisia,4,0.633,0.683,160.24
That Gud Shit,BOOTCAMP DELUXE,Pureconic,"Wingz, Explicite, Pureconic",top_50__tunisia,4,0.633,0.683,160.24
ENCORE,ENCORE,HTB,HTB,top_50__tunisia,3,0.763,0.358,88.03
Semi Auto,Megalodon,Wingz,"Wingz, Kiev",top_50__tunisia,0,0.839,0.473,144.983
Semi Auto,Megalodon,Kiev,"Wingz, Kiev",top_50__tunisia,0,0.839,0.473,144.983
LB/RB,NICE CATCH,Fossa,Fossa,top_50__tunisia,1,0.609,0.258,83.055
EL FOSSO,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.706,0.479,90.316
Scale Dont Lie,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite, Pureconic",top_50__tunisia,9,0.96,0.344,123.046
Scale Dont Lie,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite, Pureconic",top_50__tunisia,9,0.96,0.344,123.046
Scale Dont Lie,BOOTCAMP DELUXE,Pureconic,"Wingz, Explicite, Pureconic",top_50__tunisia,9,0.96,0.344,123.046
Snini,Snini,NORDO,NORDO,top_50__tunisia,0,0.539,0.541,187.62
Power Puff Hoe,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite, Donga",top_50__tunisia,4,0.535,0.624,84.601
Power Puff Hoe,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite, Donga",top_50__tunisia,4,0.535,0.624,84.601
Power Puff Hoe,BOOTCAMP DELUXE,Donga,"Wingz, Explicite, Donga",top_50__tunisia,4,0.535,0.624,84.601
PLAYBOI CARTI,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.811,0.419,154.923
Akita,PROPAGANDA,Wingz,Wingz,top_50__tunisia,8,0.721,0.67,159.998
SO WHAT,NICE CATCH,Fossa,Fossa,top_50__tunisia,1,0.73,0.423,133.074
KONT NKHAF 3LIK MEN NAAR,KONT NKHAF 3LIK MEN NAAR,Kaso,Kaso,top_50__tunisia,30,0.621,0.291,150.085
Omnitrix - Remastered 2025,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite",top_50__tunisia,6,0.714,0.357,159.066
Omnitrix - Remastered 2025,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite",top_50__tunisia,6,0.714,0.357,159.066
Layam,Layam,Samara,Samara,top_50__tunisia,0,0.828,0.498,93.002
NO MORE,Bounce Back,Fossa,Fossa,top_50__tunisia,1,0.816,0.519,126.032
RINNEGAN,RINNEGAN,Fossa,Fossa,top_50__tunisia,0,0.759,0.494,125.037
Maybe I Love U Maybe IDK - unmastered,Maybe I Love U Maybe IDK (unmastered),7Baby,"7Baby, R2LF5",top_50__tunisia,19,0.492,0.417,115.957
Maybe I Love U Maybe IDK - unmastered,Maybe I Love U Maybe IDK (unmastered),R2LF5,"7Baby, R2LF5",top_50__tunisia,19,0.492,0.417,115.957
11,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.728,0.421,160.011
Sigma - Remastered 2025,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite",top_50__tunisia,4,0.572,0.72,67.21
Sigma - Remastered 2025,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite",top_50__tunisia,4,0.572,0.72,67.21
Ma Tebki Ya Ain,Ma Tebki Ya Ain,JenJoon,"JenJoon, Myne",top_50__tunisia,18,0.668,0.423,147.946
Ma Tebki Ya Ain,Ma Tebki Ya Ain,Myne,"JenJoon, Myne",top_50__tunisia,18,0.668,0.423,147.946
Sada9tha,Sada9tha,Kaso,Kaso,top_50__tunisia,44,0.794,0.479,92.01
BAYNA,Sensazione ultra,Ghali,Ghali,top_50__tunisia,47,0.536,0.331,149.743
DAY ONE ONE DAY,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.771,0.623,165.745
Pakistan - Remastered 2025,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite",top_50__tunisia,5,0.594,0.748,140.03
Pakistan - Remastered 2025,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite",top_50__tunisia,5,0.594,0.748,140.03
Bars,Yeti (Deluxe),Wingz,"Wingz, 20fyee",top_50__tunisia,3,0.469,0.546,79.148
Bars,Yeti (Deluxe),20fyee,"Wingz, 20fyee",top_50__tunisia,3,0.469,0.546,79.148
Seaways,Yeti (Deluxe),Wingz,"Wingz, Tripdoors",top_50__tunisia,4,0.718,0.598,139.942
Seaways,Yeti (Deluxe),Tripdoors,"Wingz, Tripdoors",top_50__tunisia,4,0.718,0.598,139.942
No Break,Yeti (Deluxe),Wingz,"Wingz, Catcher",top_50__tunisia,7,0.815,0.398,123.962
No Break,Yeti (Deluxe),Catcher,"Wingz, Catcher",top_50__tunisia,7,0.815,0.398,123.962
ELVIS,HOOKLESS,Fossa,Fossa,top_50__tunisia,2,0.771,0.485,76.023
4 AM,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite, noise",top_50__tunisia,5,0.646,0.457,147.318
4 AM,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite, noise",top_50__tunisia,5,0.646,0.457,147.318
4 AM,BOOTCAMP DELUXE,noise,"Wingz, Explicite, noise",top_50__tunisia,5,0.646,0.457,147.318
3inik El Souda,3inik El Souda,7Baby,"7Baby, Lakrush",top_50__tunisia,20,0.496,0.335,125.458
3inik El Souda,3inik El Souda,Lakrush,"7Baby, Lakrush",top_50__tunisia,20,0.496,0.335,125.458
No Chill - Remastered 2025,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite",top_50__tunisia,5,0.673,0.749,77.577
No Chill - Remastered 2025,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite",top_50__tunisia,5,0.673,0.749,77.577
Streams,Streams,Noor Arjoun,"Noor Arjoun, Selim Arjoun, Dhalma",top_50__tunisia,37,0.723,0.604,122.015
Streams,Streams,Selim Arjoun,"Noor Arjoun, Selim Arjoun, Dhalma",top_50__tunisia,37,0.723,0.604,122.015
Streams,Streams,Dhalma,"Noor Arjoun, Selim Arjoun, Dhalma",top_50__tunisia,37,0.723,0.604,122.015
Tehran Freestyle,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite, Donga",top_50__tunisia,9,0.652,0.544,160.009
Tehran Freestyle,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite, Donga",top_50__tunisia,9,0.652,0.544,160.009
Tehran Freestyle,BOOTCAMP DELUXE,Donga,"Wingz, Explicite, Donga",top_50__tunisia,9,0.652,0.544,160.009
Ena Wayek,Ena Wayek,NORDO,NORDO,top_50__tunisia,0,0.676,0.698,149.912
Atomic Clock,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite, Donga",top_50__tunisia,6,0.54,0.548,158.397
Atomic Clock,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite, Donga",top_50__tunisia,6,0.54,0.548,158.397
Atomic Clock,BOOTCAMP DELUXE,Donga,"Wingz, Explicite, Donga",top_50__tunisia,6,0.54,0.548,158.397
Raby Yostor,Raby Yostor,Sanfara,Sanfara,top_50__tunisia,0,0.828,0.683,155.992
AK-47 Freestyle 2.0,Yeti (Deluxe),Wingz,"Wingz, 20fyee",top_50__tunisia,5,0.641,0.374,147.43
AK-47 Freestyle 2.0,Yeti (Deluxe),20fyee,"Wingz, 20fyee",top_50__tunisia,5,0.641,0.374,147.43
MAT3RECH,6IX 8UIT,MARROUKI,"MARROUKI, Fossa, L2",top_50__tunisia,5,0.86,0.683,120.072
MAT3RECH,6IX 8UIT,Fossa,"MARROUKI, Fossa, L2",top_50__tunisia,5,0.86,0.683,120.072
MAT3RECH,6IX 8UIT,L2,"MARROUKI, Fossa, L2",top_50__tunisia,5,0.86,0.683,120.072
Ya Aazem Douar,Ya Aazem Douar,Cheb Bachir,Cheb Bachir,top_50__tunisia,0,0.417,0.498,119.995
9K32,9K32,XIIVI,XIIVI,top_50__tunisia,0,0.867,0.329,134.014
Vice City - Remastered 2025,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite",top_50__tunisia,4,0.414,0.806,102.361
Vice City - Remastered 2025,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite",top_50__tunisia,4,0.414,0.806,102.361
Saber,Saber,Balti,Balti,top_50__tunisia,0,0.703,0.585,85.006
M3ANDI,M3ANDI,M.A,"M.A, OhSlim, L2",top_50__tunisia,2,0.712,0.443,133.884
M3ANDI,M3ANDI,OhSlim,"M.A, OhSlim, L2",top_50__tunisia,2,0.712,0.443,133.884
M3ANDI,M3ANDI,L2,"M.A, OhSlim, L2",top_50__tunisia,2,0.712,0.443,133.884
9adech Men Mara,M9ass Ennar,Stou,Stou,top_50__tunisia,38,0.818,0.525,119.043
BVB,I3ARA,HTB,HTB,top_50__tunisia,0,0.84,0.409,155.969
Trafiquant,Trafiquant,Samara,Samara,top_50__tunisia,0,0.616,0.54,113.329
WARDA,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, WECIM",top_50__tunisia,0,0.446,0.542,129.841
WARDA,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, WECIM",top_50__tunisia,0,0.446,0.542,129.841
WARDA,GOLDEN GOD,WECIM,"Pas Comme Eux, $MXTI, WECIM",top_50__tunisia,0,0.446,0.542,129.841
Dinero - Remastered 2025,BOOTCAMP DELUXE,Wingz,"Wingz, Explicite",top_50__tunisia,4,0.714,0.54,138.024
Dinero - Remastered 2025,BOOTCAMP DELUXE,Explicite,"Wingz, Explicite",top_50__tunisia,4,0.714,0.54,138.024
Ya Ghayeb,Ya Ghayeb,Sanfara,Sanfara,top_50__tunisia,0,0.792,0.622,109.035
Noss Ellil,Noss Ellil,A.L.A,A.L.A,top_50__tunisia,0,0.722,0.505,141.93
True Story Wlh,GOOD KID TOXIC CITY.,XIIVI,XIIVI,top_50__tunisia,0,0.525,0.614,85.575
Msamhin,Msamhin,Mortadha Ftiti,Mortadha Ftiti,top_50__tunisia,31,0.469,0.515,98.818
Keema Ena,Keema Ena,NORDO,NORDO,top_50__tunisia,0,0.692,0.498,98.941
Manetfergou,Manetfergou,JenJoon,JenJoon,top_50__tunisia,2,0.726,0.409,140.153
FAMAS,6IX 8UIT,MARROUKI,"MARROUKI, OhSlim, L2",top_50__tunisia,1,0.682,0.733,155.962
FAMAS,6IX 8UIT,OhSlim,"MARROUKI, OhSlim, L2",top_50__tunisia,1,0.682,0.733,155.962
FAMAS,6IX 8UIT,L2,"MARROUKI, OhSlim, L2",top_50__tunisia,1,0.682,0.733,155.962
Dima Mechi,Dima Mechi (ديما ماشي),Balti,Balti,top_50__tunisia,0,0.816,0.675,91.977
Omri T3ada,Omri T3ada,NumbXiller,NumbXiller,top_50__tunisia,42,0.841,0.487,99.993
Makhsernech - مخسرناش,Makhsernech (مخسرناش),Blingos,Blingos,top_50__tunisia,0,0.533,0.583,89.92
A7lemi Tayra,A7lemi Tayra,D-Boy,D-Boy,top_50__tunisia,0,0.751,0.603,169.969
Khousara,Khousara,Mouka,Mouka,top_50__tunisia,27,0.697,0.464,140.057
Sahara - سهّارة,Sahara (سهّارة),Tati G13,Tati G13,top_50__tunisia,0,0.485,0.694,90.95
Baba,Baba,Mortadha Ftiti,Mortadha Ftiti,top_50__tunisia,34,0.704,0.648,147.927
Rmit Wraya,Rmit Wraya,Kaso,Kaso,top_50__tunisia,34,0.81,0.522,96.046
Alone,Alone,Sanfara,"Sanfara, Ily",top_50__tunisia,0,0.85,0.534,104.002
Alone,Alone,Ily,"Sanfara, Ily",top_50__tunisia,0,0.85,0.534,104.002
Va Bene,Va Bene,Yousfi,Yousfi,top_50__tunisia,12,0.781,0.622,115.045
Tutto Passa,Tutto Passa,Young Rz,Young Rz,top_50__tunisia,0,0.624,0.533,99.942
Yamma,Yamma,Kaso,Kaso,top_50__tunisia,28,0.715,0.674,106.948
2000 Ktab,2000 Ktab,Mortadha Ftiti,Mortadha Ftiti,top_50__tunisia,38,0.606,0.619,80.149
في ظلام الليل,في ظلام الليل,Artmasta,"Artmasta, Aymen Lessigue",top_50__tunisia,0,0.726,0.456,93.999
في ظلام الليل,في ظلام الليل,Aymen Lessigue,"Artmasta, Aymen Lessigue",top_50__tunisia,0,0.726,0.456,93.999
Binetna Layem,Binetna Layem,D-Boy,D-Boy,top_50__tunisia,0,0.623,0.742,89.7
Netmanelk Kol El Khiir,Netmanelk Kol El Khiir,Stou,Stou,top_50__tunisia,0,0.714,0.444,72.675
29 DECEMBER,29 DECEMBER,7Baby,"7Baby, 4lfa, Catcher",top_50__tunisia,14,0.6,0.45,94.827
29 DECEMBER,29 DECEMBER,4lfa,"7Baby, 4lfa, Catcher",top_50__tunisia,14,0.6,0.45,94.827
29 DECEMBER,29 DECEMBER,Catcher,"7Baby, 4lfa, Catcher",top_50__tunisia,14,0.6,0.45,94.827
TRIP,DOPAMINE,7Baby,"7Baby, Catcher",top_50__tunisia,15,0.804,0.753,139.889
TRIP,DOPAMINE,Catcher,"7Baby, Catcher",top_50__tunisia,15,0.804,0.753,139.889
AIRMAX,AIRMAX,DACHI,"DACHI, DvrkBoy, Catcher",top_50__tunisia,21,0.976,0.43,119.997
AIRMAX,AIRMAX,DvrkBoy,"DACHI, DvrkBoy, Catcher",top_50__tunisia,21,0.976,0.43,119.997
AIRMAX,AIRMAX,Catcher,"DACHI, DvrkBoy, Catcher",top_50__tunisia,21,0.976,0.43,119.997
Due Tiri,MOSHPITTAPE VOL 1,666GNG,"666GNG, underrateDAN, Wingz",top_50__tunisia,2,0.677,0.757,94.987
Due Tiri,MOSHPITTAPE VOL 1,underrateDAN,"666GNG, underrateDAN, Wingz",top_50__tunisia,2,0.677,0.757,94.987
Due Tiri,MOSHPITTAPE VOL 1,Wingz,"666GNG, underrateDAN, Wingz",top_50__tunisia,2,0.677,0.757,94.987
New Level,MOSHPITTAPE VOL 1,666GNG,"666GNG, underrateDAN, Wingz, Bloody",top_50__tunisia,2,0.317,0.644,77.452
New Level,MOSHPITTAPE VOL 1,underrateDAN,"666GNG, underrateDAN, Wingz, Bloody",top_50__tunisia,2,0.317,0.644,77.452
New Level,MOSHPITTAPE VOL 1,Wingz,"666GNG, underrateDAN, Wingz, Bloody",top_50__tunisia,2,0.317,0.644,77.452
New Level,MOSHPITTAPE VOL 1,Bloody,"666GNG, underrateDAN, Wingz, Bloody",top_50__tunisia,2,0.317,0.644,77.452
Maradona,Maradona,Bloody,Bloody,top_50__tunisia,0,0.661,0.661,125.99
Z1000,Z1000,DACHI,DACHI,top_50__tunisia,3,0.587,0.721,106.515
MJARMA,CRIMINALZ,BAD KA$H,"BAD KA$H, Catcher, DvrkBoy, DACHI",top_50__tunisia,6,0.805,0.444,113.009
MJARMA,CRIMINALZ,Catcher,"BAD KA$H, Catcher, DvrkBoy, DACHI",top_50__tunisia,6,0.805,0.444,113.009
MJARMA,CRIMINALZ,DvrkBoy,"BAD KA$H, Catcher, DvrkBoy, DACHI",top_50__tunisia,6,0.805,0.444,113.009
MJARMA,CRIMINALZ,DACHI,"BAD KA$H, Catcher, DvrkBoy, DACHI",top_50__tunisia,6,0.805,0.444,113.009
Streets of Africa (Freestyle),Streets of Africa (Freestyle),DvrkBoy,"DvrkBoy, DACHI, BAD KA$H, GOUCHI, 7Baby",top_50__tunisia,7,0.649,0.718,125.333
Streets of Africa (Freestyle),Streets of Africa (Freestyle),DACHI,"DvrkBoy, DACHI, BAD KA$H, GOUCHI, 7Baby",top_50__tunisia,7,0.649,0.718,125.333
Streets of Africa (Freestyle),Streets of Africa (Freestyle),BAD KA$H,"DvrkBoy, DACHI, BAD KA$H, GOUCHI, 7Baby",top_50__tunisia,7,0.649,0.718,125.333
Streets of Africa (Freestyle),Streets of Africa (Freestyle),GOUCHI,"DvrkBoy, DACHI, BAD KA$H, GOUCHI, 7Baby",top_50__tunisia,7,0.649,0.718,125.333
Streets of Africa (Freestyle),Streets of Africa (Freestyle),7Baby,"DvrkBoy, DACHI, BAD KA$H, GOUCHI, 7Baby",top_50__tunisia,7,0.649,0.718,125.333
Chikha Fel Classet,It's hard to break a habit,Catcher,"Catcher, DACHI, El Ayo",top_50__tunisia,10,0.747,0.527,76.961
Chikha Fel Classet,It's hard to break a habit,DACHI,"Catcher, DACHI, El Ayo",top_50__tunisia,10,0.747,0.527,76.961
Chikha Fel Classet,It's hard to break a habit,El Ayo,"Catcher, DACHI, El Ayo",top_50__tunisia,10,0.747,0.527,76.961
Irikia,It's hard to break a habit,Catcher,"Catcher, DACHI, Shvdy, 7Baby, DvrkBoy",top_50__tunisia,19,0.781,0.64,155.069
Irikia,It's hard to break a habit,DACHI,"Catcher, DACHI, Shvdy, 7Baby, DvrkBoy",top_50__tunisia,19,0.781,0.64,155.069
Irikia,It's hard to break a habit,Shvdy,"Catcher, DACHI, Shvdy, 7Baby, DvrkBoy",top_50__tunisia,19,0.781,0.64,155.069
Irikia,It's hard to break a habit,7Baby,"Catcher, DACHI, Shvdy, 7Baby, DvrkBoy",top_50__tunisia,19,0.781,0.64,155.069
Irikia,It's hard to break a habit,DvrkBoy,"Catcher, DACHI, Shvdy, 7Baby, DvrkBoy",top_50__tunisia,19,0.781,0.64,155.069
FAMA FLOU$,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, Fossa, XIIVI, DvrkBoy",top_50__tunisia,18,0.716,0.496,134.116
FAMA FLOU$,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, Fossa, XIIVI, DvrkBoy",top_50__tunisia,18,0.716,0.496,134.116
FAMA FLOU$,GOLDEN GOD,Fossa,"Pas Comme Eux, $MXTI, Fossa, XIIVI, DvrkBoy",top_50__tunisia,18,0.716,0.496,134.116
FAMA FLOU$,GOLDEN GOD,XIIVI,"Pas Comme Eux, $MXTI, Fossa, XIIVI, DvrkBoy",top_50__tunisia,18,0.716,0.496,134.116
FAMA FLOU$,GOLDEN GOD,DvrkBoy,"Pas Comme Eux, $MXTI, Fossa, XIIVI, DvrkBoy",top_50__tunisia,18,0.716,0.496,134.116
1221,1221,Fossa,Fossa,top_50__tunisia,1,0.367,0.69,155.058
PASVRAI,HIDEOUT,FIN,"FIN, Fossa",top_50__tunisia,6,0.587,0.444,150.07
PASVRAI,HIDEOUT,Fossa,"FIN, Fossa",top_50__tunisia,6,0.587,0.444,150.07
Hamida Djandoubi,Mieux sans toi,Omara,"Omara, Fossa, 20fyee",top_50__tunisia,12,0.554,0.503,139.993
Hamida Djandoubi,Mieux sans toi,Fossa,"Omara, Fossa, 20fyee",top_50__tunisia,12,0.554,0.503,139.993
Hamida Djandoubi,Mieux sans toi,20fyee,"Omara, Fossa, 20fyee",top_50__tunisia,12,0.554,0.503,139.993
Smooth & Clean,ALMOST FAMOUS,Pas Comme Eux,"Pas Comme Eux, XIIVI, Fossa",top_50__tunisia,19,0.56,0.459,76.985
Smooth & Clean,ALMOST FAMOUS,XIIVI,"Pas Comme Eux, XIIVI, Fossa",top_50__tunisia,19,0.56,0.459,76.985
Smooth & Clean,ALMOST FAMOUS,Fossa,"Pas Comme Eux, XIIVI, Fossa",top_50__tunisia,19,0.56,0.459,76.985
ABC,ABC,Fossa,Fossa,top_50__tunisia,5,0.742,0.511,102.001
105,105,HTB,"HTB, OXYJHIN",top_50__tunisia,5,0.89,0.37,89.993
105,105,OXYJHIN,"HTB, OXYJHIN",top_50__tunisia,5,0.89,0.37,89.993
ADRENALINE,ADRENALINE,OXYJHIN,"OXYJHIN, HTB",top_50__tunisia,3,0.626,0.173,84.96
ADRENALINE,ADRENALINE,HTB,"OXYJHIN, HTB",top_50__tunisia,3,0.626,0.173,84.96
BVB,BVB,HTB,HTB,top_50__tunisia,6,0.84,0.409,155.969
Lwa3d,Silent Success,Kiev,"Kiev, HTB",top_50__tunisia,6,0.703,0.399,109.956
Lwa3d,Silent Success,HTB,"Kiev, HTB",top_50__tunisia,6,0.703,0.399,109.956
WARAREY,WARAREY,HTB,"HTB, MARROUKI",top_50__tunisia,3,0.738,0.792,141.982
WARAREY,WARAREY,MARROUKI,"HTB, MARROUKI",top_50__tunisia,3,0.738,0.792,141.982
RIQUELME,RIQUELME,Fossa,Fossa,top_50__tunisia,3,0.673,0.75,82.148
The World Is Yours (Interlude),PLUG LIFE,Wingz,Wingz,top_50__tunisia,11,0.689,0.421,85.184
No New Friends,PLUG LIFE,Wingz,Wingz,top_50__tunisia,20,0.663,0.437,150.026
Loyalty Over Love,PLUG LIFE,Wingz,Wingz,top_50__tunisia,16,0.617,0.593,77.522
Unplug Freestyle,PLUG LIFE,Wingz,Wingz,top_50__tunisia,14,0.761,0.656,82.489
No Days Off,PLUG LIFE,Wingz,Wingz,top_50__tunisia,19,0.662,0.694,141.428
Burning Bridges,PLUG LIFE,Wingz,Wingz,top_50__tunisia,15,0.601,0.609,77.813
ASSASSIN,ASSASSIN,M.A,"M.A, OhSlim, prodby444",top_50__tunisia,0,0.487,0.388,96.688
ASSASSIN,ASSASSIN,OhSlim,"M.A, OhSlim, prodby444",top_50__tunisia,0,0.487,0.388,96.688
ASSASSIN,ASSASSIN,prodby444,"M.A, OhSlim, prodby444",top_50__tunisia,0,0.487,0.388,96.688
Taw Netsaref,TRAPLIFE,A.L.A,A.L.A,tounsi,32,0.727,0.531,145.892
Talifoun (outro),TRAPLIFE,A.L.A,A.L.A,tounsi,32,0.788,0.667,115.952
Freestyle,Freestyle,El Castro,El Castro,tounsi,0,0.794,0.388,120.029
Tesla,Trippy Boyz,Trippy Boyz,Trippy Boyz,tounsi,0,0.679,0.601,150.126
Angels,Trippy Boyz,Trippy Boyz,Trippy Boyz,tounsi,0,0.67,0.604,150.106
Day and Night,Trippy Boyz,Trippy Boyz,Trippy Boyz,tounsi,0,0.71,0.483,116.95
Too Much,Trippy Boyz,Trippy Boyz,Trippy Boyz,tounsi,0,0.819,0.358,116.993
Mouch Menni,Mes racines,Sabry Mosbah,Sabry Mosbah,tounsi,25,0.74,0.48,104.921
Mansit,Mes racines,Sabry Mosbah,Sabry Mosbah,tounsi,34,0.568,0.484,83.829
Loumou Loumou,Ambiance mariage tunisien (Mix Non Stop),Brahim Biskri,Brahim Biskri,tounsi,28,0.652,0.964,103.997
Tbark Allah Ya Hawat,Rbouk El Houma,Hedi Donia,Hedi Donia,tounsi,21,0.537,0.842,105.534
Thamlaton,Ensen,Emel,Emel,tounsi,0,0.647,0.398,100.045
Instant,Ensen,Emel,Emel,tounsi,0,0.468,0.201,127.998
Hitory X,New Bitch Mixtape,El Castro,El Castro,tounsi,31,0.726,0.504,92.132
M3a9ed,New Bitch Mixtape,El Castro,El Castro,tounsi,27,0.824,0.607,93.971
Fire,Fire,Linko,"Linko, Lil' K",tounsi,3,0.828,0.736,76.519
Fire,Fire,Lil' K,"Linko, Lil' K",tounsi,3,0.828,0.736,76.519
5amsa li la7gou bil jorra ( with Vipa & Tiga Blackna),5amsa li la7gou bil jorra ( with Vipa & Tiga Blackna),Erkez Hiphop,Erkez Hiphop,tounsi,24,0.535,0.651,199.572
JUNGLE,METRO EL RAP FM (Deluxe),SAFFWIZZ,"SAFFWIZZ, Icxn",tuna_hip_hop,16,0.656,0.854,159.963
JUNGLE,METRO EL RAP FM (Deluxe),Icxn,"SAFFWIZZ, Icxn",tuna_hip_hop,16,0.656,0.854,159.963
TKALLEM - Remix,METRO EL RAP FM (Deluxe),SAFFWIZZ,"SAFFWIZZ, Trax, Tchiggy, Stxev Abdiov",tuna_hip_hop,11,0.633,0.821,173.954
TKALLEM - Remix,METRO EL RAP FM (Deluxe),Trax,"SAFFWIZZ, Trax, Tchiggy, Stxev Abdiov",tuna_hip_hop,11,0.633,0.821,173.954
TKALLEM - Remix,METRO EL RAP FM (Deluxe),Tchiggy,"SAFFWIZZ, Trax, Tchiggy, Stxev Abdiov",tuna_hip_hop,11,0.633,0.821,173.954
TKALLEM - Remix,METRO EL RAP FM (Deluxe),Stxev Abdiov,"SAFFWIZZ, Trax, Tchiggy, Stxev Abdiov",tuna_hip_hop,11,0.633,0.821,173.954
French Bitch 2,INFAMOUS,Wingz,"Wingz, XIIVI, BAXV",tuna_hip_hop,0,0.701,0.622,150.051
French Bitch 2,INFAMOUS,XIIVI,"Wingz, XIIVI, BAXV",tuna_hip_hop,0,0.701,0.622,150.051
French Bitch 2,INFAMOUS,BAXV,"Wingz, XIIVI, BAXV",tuna_hip_hop,0,0.701,0.622,150.051
